"행정구역별(읍면동)","시점",총인구 (명)
"구미시","2018",422195
"구미시","2019",420319
"영주시","2015",109266
"영주시","2016",108950
"영주시","2017",108443
"영주시","2018",107034
"영주시","2019",105235
"영천시","2015",97669
"영천시","2016",97295
"영천시","2017",97675
"영천시","2018",98686
"영천시","2019",100487
"상주시","2015",98760
"상주시","2016",99484
"상주시","2017",98189
"상주시","2018",97558
"상주시","2019",96641
"문경시","2015",71863
"문경시","2016",71038
"문경시","2017",70016
"문경시","2018",68895
"문경시","2019",68542
"경산시","2015",278500
"경산시","2016",279751
"경산시","2017",282626
"경산시","2018",284517
"경산시","2019",290088
"군위군","2015",22012
"군위군","2016",22079
"군위군","2017",22230
"군위군","2018",22277
"군위군","2019",22206
"의성군","2015",51021
"의성군","2016",50683
"의성군","2017",50082
"의성군","2018",49621
"의성군","2019",49477
"청송군","2015",24732
"청송군","2016",24593
"청송군","2017",24441
"청송군","2018",24160
"청송군","2019",23958
"영양군","2015",16781
"영양군","2016",16755
"영양군","2017",16579
"영양군","2018",16559
"영양군","2019",16146
"영덕군","2015",36539
"영덕군","2016",36765
"영덕군","2017",36148
"영덕군","2018",36096
"영덕군","2019",35672
"청도군","2015",41596
"청도군","2016",41612
"청도군","2017",41278
"청도군","2018",40878
"청도군","2019",41054
"고령군","2015",34117
"고령군","2016",33417
"고령군","2017",33094
"고령군","2018",32660
"고령군","2019",32191
"성주군","2015",41179
"성주군","2016",41388
"성주군","2017",41225
"성주군","2018",41299
"성주군","2019",41314
"칠곡군","2015",122462
"칠곡군","2016",122613
"칠곡군","2017",121778
"칠곡군","2018",120983
"칠곡군","2019",118517
"예천군","2015",42702
"예천군","2016",44212
"예천군","2017",46321
"예천군","2018",51082
"예천군","2019",53020
"봉화군","2015",31628
"봉화군","2016",31262
"봉화군","2017",31082
"봉화군","2018",30872
"봉화군","2019",30308
"울진군","2015",49387
"울진군","2016",49043
"울진군","2017",48504
"울진군","2018",48057
"울진군","2019",47651
"울릉군","2015",8770
"울릉군","2016",8490
"울릉군","2017",8702
"울릉군","2018",8729
"울릉군","2019",8704
"읍부","2015",458732
"읍부","2016",474414
"읍부","2017",493742
"읍부","2018",506847
"읍부","2019",509697
"면부","2015",684929
"면부","2016",681147
"면부","2017",687237
"면부","2018",694866
"면부","2019",700689
"동부","2015",2190863
"동부","2016",2184072
"동부","2017",2164314
"동부","2018",2148637
"동부","2019",2136823
"진주시","2015",349788
"진주시","2016",352807
"진주시","2017",353209
"진주시","2018",352333
"진주시","2019",354166
"통영시","2015",137208
"통영시","2016",136035
"통영시","2017",132962
"통영시","2018",131407
"통영시","2019",129931
"사천시","2015",113335
"사천시","2016",112394
"사천시","2017",111655
"사천시","2018",112248
"사천시","2019",111110
"김해시","2015",534124
"김해시","2016",532912
"김해시","2017",536456
"김해시","2018",539401
"김해시","2019",549331
"밀양시","2015",103069
"밀양시","2016",103941
"밀양시","2017",103894
"밀양시","2018",103762
"밀양시","2019",103402
"거제시","2015",261371
"거제시","2016",262986
"거제시","2017",257847
"거제시","2018",252889
"거제시","2019",251226
"양산시","2015",297532
"양산시","2016",310731
"양산시","2017",332596
"양산시","2018",344993
"양산시","2019",347221
"창원시","2015",1059241
"창원시","2016",1053551
"창원시","2017",1045559
"창원시","2018",1044215
"창원시","2019",1036862
"의창구","2015",255200
"의창구","2016",250789
"의창구","2017",250560
"의창구","2018",251931
"의창구","2019",256001
"성산구","2015",234908
"성산구","2016",230552
"성산구","2017",226726
"성산구","2018",225894
"성산구","2019",219951
"마산합포구","2015",178945
"마산합포구","2016",179019
"마산합포구","2017",178751
"마산합포구","2018",178431
"마산합포구","2019",177579
"마산회원구","2015",208766
"마산회원구","2016",208288
"마산회원구","2017",202864
"마산회원구","2018",197683
"마산회원구","2019",192446
"진해구","2015",181422
"진해구","2016",184903
"진해구","2017",186658
"진해구","2018",190276
"진해구","2019",190885
"의령군","2015",27069
"의령군","2016",26568
"의령군","2017",26292
"의령군","2018",26401
"의령군","2019",26040
"함안군","2015",69355
"함안군","2016",68799
"함안군","2017",67906
"함안군","2018",67520
"함안군","2019",66611
"창녕군","2015",61635
"창녕군","2016",61979
"창녕군","2017",62544
"창녕군","2018",62703
"창녕군","2019",62370
"고성군","2015",53882
"고성군","2016",53123
"고성군","2017",52439
"고성군","2018",51778
"고성군","2019",50887
"남해군","2015",44248
"남해군","2016",43568
"남해군","2017",42986
"남해군","2018",42696
"남해군","2019",42169
"하동군","2015",44918
"하동군","2016",43927
"하동군","2017",43441
"하동군","2018",43001
"하동군","2019",42583
"산청군","2015",34034
"산청군","2016",33765
"산청군","2017",34033
"산청군","2018",34122
"산청군","2019",33579
"함양군","2015",38454
"함양군","2016",38076
"함양군","2017",37942
"함양군","2018",38005
"함양군","2019",37384
"거창군","2015",60464
"거창군","2016",60658
"거창군","2017",60083
"거창군","2018",60020
"거창군","2019",59888
"합천군","2015",44797
"합천군","2016",43813
"합천군","2017",43449
"합천군","2018",42856
"합천군","2019",42449
"읍부","2015",129134
"읍부","2016",134561
"읍부","2017",141557
"읍부","2018",147773
"읍부","2019",151015
"면부","2015",31078
"면부","2016",31890
"면부","2017",33683
"면부","2018",35323
"면부","2019",35474
"동부","2015",445407
"동부","2016",456881
"동부","2017",466517
"동부","2018",475186
"동부","2019",478559
"제주시","2015",451758
"제주시","2016",462286
"제주시","2017",472399
"제주시","2018",482932
"제주시","2019",487688
"서귀포시","2015",153861
"서귀포시","2016",161046
"서귀포시","2017",169358
"서귀포시","2018",175350
"서귀포시","2019",177360
